🇭🇰香港连,#genre#
壹电影,p3p://108.181.20.159:21141/63ebf1be0004f3c6e2e214936d311b67.ts
纬来日本,p3p://108.181.20.159:21141/5fe1add80007bbbd788125c43bf36060.ts
靖天日本,p3p://108.181.20.159:21141/612db74f000c333c897629ac70920bef.ts
靖天国际,p3p://108.181.20.159:21141/612db8220006940e897960753ab534e9.ts
龙华日韩,p3p://108.181.20.159:21141/621e1d0e00085766289da9bb1d7120af.ts
靖天戏剧,p3p://108.181.20.159:21141/612db70e000298f98975294e4645098b.ts
影迷数位电影,p3p://108.181.20.159:21141/6223ae1b0007136f3e5c44280e3300fa.ts
Eleven 1,p3p://108.181.20.159:21141/6027f40400042e0d8b002a1b0af27e77.ts
Eleven 2,p3p://108.181.20.159:21141/6025f1d0000440c783278efb13a4147e.ts
Momo亲子,p3p://108.181.20.159:21141/61e0ffbf000c4e3545c098666cb76c2d.ts
FTV影剧,p3p://108.181.20.159:21141/63ebf3c5000246e9e2e9ff2f72d22633.ts
FTV综艺,p3p://108.181.20.159:21141/63ebf41d000b6335e2eb595050b6303b.ts
FTV旅游,p3p://108.181.20.159:21141/63ebf4b70008a733e2edb2296e997eb6.ts
龙华偶像,p3p://108.181.20.159:21141/609bb1b0000732744f174daa791d3b43.ts
龙华戏剧,p3p://108.181.20.159:21141/6214c295000a5fa204149eb30d3c30b4.ts
龙华经典,p3p://108.181.20.159:21141/6223b9d8000ef67e3e8a2073190e36d5.ts
星卫娱乐,p3p://108.181.20.159:21141/6233db960002ce6c7d8d07056a151e9d.ts
民视台湾,p3p://108.181.20.159:21141/6388b888000de54e5f4c698049f16f53.ts
LoveNature,p3p://108.181.20.159:21141/6233fcfa000be8f27e0f78035e656379.ts
TVBS,p3p://108.181.20.159:21141/612ee5ef000f06f58e144b6727ec3efb.ts
TVBS精彩,p3p://108.181.20.159:21141/61efd0a100047e1a7f9fa38d29f5746d.ts
TVBS欢乐,p3p://108.181.20.159:21141/61e831a60008c7d761db13151abe16ae.ts
东森综合,p3p://108.181.20.159:21141/5fe8c5570001412994347b4506da6ebb.ts
东森戏剧,p3p://108.181.20.159:21141/60c02afe00055e7edd8f5fb06ca977d5.ts
靖天综合,p3p://108.181.20.159:21141/6223bd68000c7a903e980a5524d66f67.ts
东森幼幼,p3p://108.181.20.159:21141/62c9a6bb000ac34dc6a767036c5f3878.ts
中天娱乐,p3p://108.181.20.159:21141/5ffae39100029825dafa1d03520571ac.ts
中天综合,p3p://108.181.20.159:21141/5fe293ee000b7cbd7c03ecad72ba76ec.ts
东森超视,p3p://108.181.20.159:21141/6388b74e000e69875f479f207662566b.ts
三立国际,p3p://108.181.20.159:21141/5fe95e150003dbe09689221a68d3215e.ts
三立台湾,p3p://108.181.20.159:21141/5fe2947f000c58a57c0623474ae64e07.ts
三立都会,p3p://108.181.20.159:21141/5fe29458000eb9287c058b8b2e5806e8.ts
三立戏剧,p3p://108.181.20.159:21141/623524310003dee68290a4c42edc7cf5.ts
WarnerTV,p3p://108.181.20.159:21141/623a7c43000859b0977039e0175b0470.ts
纬来综合,p3p://108.181.20.159:21141/5fe16e690002b73877895ae33a8a2a16.ts
纬来电影,p3p://108.181.20.159:21141/62c860e50008ea96c1ae9a96599c6947.ts
纬来戏剧,p3p://108.181.20.159:21141/5fe29426000330687c04c55011370c91.ts
纬来精彩,p3p://108.181.20.159:21141/623a875d0001a53e979b95b628874e82.ts
八大第一,p3p://108.181.20.159:21141/5fea93070007b1939b3ff46f17b905c7.ts
八大戏剧,p3p://108.181.20.159:21141/6224f676000aef1a435e76c619855b4e.ts
八大娱乐,p3p://108.181.20.159:21141/5fe293b60007594a7c0310e05b6a27ac.ts
八大综合,p3p://108.181.20.159:21141/61a57c52000cc2015d49e9e91be106b6.ts
靖天映画,p3p://108.181.20.159:21141/6258eae500040fd80e4f0b2311754279.ts
博斯网球,p3p://108.181.20.159:21141/6275f21d000aeb447fb1e83c30d60273.ts
美食星球,p3p://108.181.20.159:21141/62c9a5620009f165c6a22320701370b6.ts
探索台湾,p3p://108.181.20.159:21141/62c759f2000bc06bbdab761176c927da.ts
DMAX台湾,p3p://108.181.20.159:21141/62636a890008309f3751324a7688052d.ts
History台湾,p3p://108.181.20.159:21141/6233e1a30007e08d7da4ab21717b3e79.ts
IFUN爱放,p3p://108.181.20.159:21141/63ed9c5c0008711fe9648ea407167ba7.ts
JET综合,p3p://108.181.20.159:21141/621e14f2000381b7287dfb1557135ff8.ts
靖天欢乐,p3p://108.181.20.159:21141/6258f7e400070ac10e81d00831393e97.ts
靖天育乐,p3p://108.181.20.159:21141/6223be04000a57323e9a6b2919b21d76.ts
博斯魅力,p3p://108.181.20.159:21141/612ee43d000c84ea8e0dab707a8b2e0d.ts
Momo综合,p3p://108.181.20.159:21141/621e17750005eaa02887cb6e61ea2a58.ts
龙华洋片,p3p://108.181.20.159:21141/64c0e1af000875f522a785c0570b06ae.ts
中视经典,p3p://108.181.20.159:21141/621db24e000d4a9726fcacfd58c400a2.ts
影迷纪实,p3p://108.181.20.159:21141/62c9a2fe00025fc4c698ca952e9711cb.ts
Amc最爱电影,p3p://108.181.20.159:21141/625bbd49000d7c0d1954e42d45bc3182.ts
靖洋戏剧,p3p://108.181.20.159:21141/626104d8000627c22df3f662158708fa.ts
靖天电影,p3p://108.181.20.159:21141/61ed0469000059af74b25aa267531e5a.ts
民视第一,p3p://108.181.20.159:21141/5fe0a665000c49bf747c0dbd57ec09a3.ts
MTV台湾,p3p://108.181.20.159:21141/621e1827000d7a3a288a84ae70c44b0d.ts
Life Time,p3p://108.181.20.159:21141/623a91f0000d3ab297c4e6e2101d46b4.ts
GOOD TV,p3p://108.181.20.159:21141/63ed9f4900046160e96ffb5b44333476.ts
民视旅游,p3p://108.181.20.159:21141/61769f2d000d84d7a63c4df74f4f24c4.ts
爱尔达体育1,p3p://108.181.20.159:21141/623a8d50000c965397b2d5b26c7b25bd.ts
爱尔达体育2,p3p://108.181.20.159:21141/623a8d8d0001570d97b3c11a65640b68.ts
爱尔达体育3,p3p://108.181.20.159:21141/622e99e60004026169046fd918be6ed7.ts
视纳华仁纪实,p3p://108.181.20.159:21141/62c9a3be00088219c69bba2111fd091e.ts
历史频道,p3p://108.181.20.159:21141/6233e1a30007e08d7da4ab21717b3e79.ts
历史频道2,p3p://108.181.20.159:21141/6233e2240002d3af7da6a1bf693a1ed5.ts
探索频道,p3p://108.181.20.159:21141/62c759f2000bc06bbdab761176c927da.ts
Trace Sport,p3p://108.181.20.159:21141/644faccf000c7b6368730354764b17ed.ts
天映经典,p3p://108.181.20.159:21141/5fded422000d0eb46d5f29815c1d4155.ts
韩国娱乐台,p3p://108.181.20.159:21141/621e16b0000ec4772884cc295a1614a8.ts
台视财经,p3p://108.181.20.159:21141/6223b571000a13023e78ece5030b5b05.ts
Cinemax,p3p://108.181.20.159:21141/64ce039d0009f00b55f3e422778f3af3.ts
Catchplay,p3p://108.181.20.159:21141/6258e5c9000dd0d00e3b184c1b9c4f4c.ts
Catchplay Beyond,p3p://108.181.20.159:21141/624886bd0005941ace48b3ef71407d9e.ts
Cinema World,p3p://108.181.20.159:21141/6233e8f1000112b17dc1320c7d1c4049.ts
MyCinemaEurope,p3p://108.181.20.159:21141/6233fc79000a0ea07e0d7fa1125015d0.ts
三立综合,p3p://108.181.20.159:21141/6233dc940004f17a7d90e7c364b93c82.ts
八大综艺,p3p://108.181.20.159:21141/621e16570009521a28836f1b4c052719.ts
民视综艺,p3p://108.181.20.159:21141/60226655000c42b2754eb8925f3a52d9.ts
八大精彩,p3p://108.181.20.159:21141/6223beb7000542db3e9d251558fb45b1.ts
纬来育乐,p3p://108.181.20.159:21141/6214bdc7000061300401d77e20cc43d8.ts
纬来体育,p3p://108.181.20.159:21141/5fe16e4c000e45c17788ec964e9c5564.ts
Life Time 台湾,p3p://108.181.20.159:21141/623a91f0000d3ab297c4e6e2101d46b4.ts
Boomerang,p3p://108.181.20.159:21141/621e313f0005594c28ec88582a49029c.ts
爱尔达综合,p3p://108.181.20.159:21141/644f9341000c1001680f3089032174aa.ts
卫视西片,p3p://108.181.20.159:21141/60c79e440000ec5bfaa9367854ba796d.ts
原住民电视,p3p://108.181.20.159:21141/64450b180002b23d3eeb784a0aa62e20.ts
公视戏剧,p3p://108.181.20.159:21141/64450cdd000b67ea3ef2640f773a7ec7.ts
EVE HD,p3p://108.181.20.159:21141/6445172e000920783f1aafee754f43e4.ts
HGTV,p3p://108.181.20.159:21141/644518fd0002d5953f21bedc56b6465f.ts
TVBS亚洲,p3p://108.181.20.159:21141/6484e089000a5e7a38440c1e1ace3b27.ts
TVN HD,p3p://108.181.20.159:21141/644f9623000a4051681a72d66bfc0191.ts
Classica古典音乐,p3p://108.181.20.159:21141/6452b4f1000c38e8744ac80744c33d67.ts
Mezzo Live,p3p://108.181.20.159:21141/6452bcb000039d52746907f4476f5e7b.ts
猪哥亮歌厅秀,p3p://108.181.20.159:21141/6452bbf2000d02457466242b0e5c5ea2.ts
UniverseTV,p3p://108.181.20.159:21141/644fbb7c0004a5e968ac550c11f72df5.ts
Global Trekker,p3p://108.181.20.159:21141/644fb34f000f396e688c67ff6b147338.ts
高点综合,p3p://108.181.20.159:21141/64c7cf1b000247a33db6c6660f1427b6.ts
人间卫视,p3p://108.181.20.159:21141/64bbd61c0005f2d80ef27a2574246048.ts
霹雳台湾,p3p://108.181.20.159:21141/644507280004aa433edc17562e211a38.ts
Baby TV,p3p://108.181.20.159:21141/64bea3f00002bdf919e6522520650b26.ts
华艺综合,p3p://108.181.20.159:21141/64c62137000746f437278510051625d8.ts
ELtoday综合,p3p://108.181.20.159:21141/64c7d0cb0005131a3dbd5e9f3e8523f2.ts
国会频道 1,p3p://108.181.20.159:21141/64ce0646000722d755fe479603e64ba8.ts
国会频道 2,p3p://108.181.20.159:21141/64ce06980008b4f755ff884d646a56da.ts
SMART,p3p://108.181.20.159:21141/64e367a800053465a982145d191f168f.ts
CMUSIC,p3p://108.181.20.159:21141/64e368dc000e5b23a986c9d62f9604df.ts
寰宇财经,p3p://108.181.20.159:21141/64e36edf00052681a99e432a601547f5.ts
大立电视,p3p://108.181.20.159:21141/64c4d2ba00051d1d320d17d218503f93.ts
番薯台,p3p://108.181.20.159:21141/64c27b030001a1b728e6741548c32c95.ts
新唐人亚太,p3p://108.181.20.159:21141/64c0187c00055bf21f9595b742f56a64.ts
时尚运动,p3p://108.181.20.159:21141/644fc33200017f2468ca733749451091.ts
大爱1,p3p://108.181.20.159:21141/63ed9fff00076875e972c31c79f4152e.ts
大爱2,p3p://108.181.20.159:21141/63eda04a0001f6fae973e6a334696980.ts
国兴卫视,p3p://108.181.20.159:21141/64bbca22000912200ec3b2631bca27c7.ts


🎵音乐频道,#genre#
MTV,http://pluto-live.plutotv.net/egress/chandler/pluto01/live/VIACBS07/master.m3u8
MTV,mitv://ns2.hellotvvod.com:9906/96a6443f54704e909ecfb327f6d12c2e
MTV Live,mitv://ns2.hellotvvod.com:9906/8134e7ab46af4924ab202ef7300cb189
🇨🇳🇺🇸🇯🇵🇰🇷🇲🇾🇲🇴🇺🇳🌐🌟💠🎈🛰️🐱💋🚗,#genre#
